Time Stamp,Confirmed,Recovered,Deaths,Samples Tested
2020-06-25T14:06:59.503475+05:30,12371,4651,222,66659
2020-06-25T14:08:03.148157+05:30,12372,4651,222,66670
2020-06-25T14:09:06.836878+05:30,12372,4651,222,66680
2020-06-25T14:10:32.998184+05:30,12372,4651,222,66695
2020-06-25T14:11:34.734694+05:30,12373,4651,222,66707
2020-06-25T14:12:36.438623+05:30,12374,4651,222,66718
2020-06-25T14:14:45.544550+05:30,12374,4651,223,66740
2020-06-25T14:15:47.289204+05:30,12374,4651,223,66753
2020-06-25T14:16:48.983146+05:30,12374,4651,223,66767
2020-06-25T14:17:50.650679+05:30,12374,4651,223,66776
2020-06-25T14:18:52.337666+05:30,12377,4651,223,66790
2020-06-25T14:19:54.082255+05:30,12378,4651,223,66805
2020-06-25T14:20:56.780191+05:30,12378,4651,223,66812
2020-06-25T14:21:58.488531+05:30,12378,4651,223,66819
2020-06-25T14:23:00.195582+05:30,12379,4651,223,66825
2020-06-25T14:24:01.918397+05:30,12380,4651,223,66828
2020-06-25T14:25:04.037491+05:30,12381,4651,223,66830
2020-06-25T14:26:06.165340+05:30,12382,4651,223,66833
2020-06-25T14:27:08.264729+05:30,12384,4651,223,66838
2020-06-25T14:28:10.366143+05:30,12385,4651,223,66844
2020-06-25T14:29:12.491708+05:30,12387,4651,223,66849
2020-06-25T14:30:14.625947+05:30,12391,4651,223,66856
2020-06-25T14:31:16.717642+05:30,12394,4651,223,66863
2020-06-25T14:32:18.811393+05:30,12399,4651,223,66872
2020-06-25T14:33:20.882705+05:30,12401,4651,223,66878
2020-06-25T14:34:22.993856+05:30,12404,4651,223,66886
2020-06-25T14:35:25.070328+05:30,12407,4651,223,66896
2020-06-25T14:36:27.167616+05:30,12409,4651,223,66901
2020-06-25T14:37:29.259875+05:30,12410,4651,223,66908
2020-06-25T14:38:31.345310+05:30,12410,4651,223,66914
2020-06-25T14:39:33.390852+05:30,12410,4651,223,66921
2020-06-25T14:40:35.536188+05:30,12410,4651,223,66927
2020-06-25T14:41:37.645332+05:30,12412,4651,223,66934
2020-06-25T14:42:39.726760+05:30,12413,4651,223,66941
2020-06-25T14:43:41.802897+05:30,12416,4651,223,66953
2020-06-25T14:44:43.871334+05:30,12417,4651,223,66961
2020-06-25T14:45:46.006015+05:30,12417,4651,223,66970
2020-06-25T14:46:48.128306+05:30,12418,4651,223,66975
2020-06-25T14:47:50.235430+05:30,12420,4651,223,66985
2020-06-25T14:48:52.374588+05:30,12422,4651,223,66996
2020-06-25T14:49:54.407012+05:30,12423,4651,223,67002
2020-06-25T14:50:56.553830+05:30,12427,4651,223,67015
2020-06-25T14:51:58.651685+05:30,12429,4651,223,67025
2020-06-25T14:53:00.778833+05:30,12432,4651,223,67036
2020-06-25T14:54:03.100655+05:30,12434,4651,223,67045
2020-06-25T14:55:05.441451+05:30,12436,4651,223,67051
2020-06-25T14:56:07.577023+05:30,12441,4651,223,67060
2020-06-25T14:57:09.695781+05:30,12443,4651,223,67069
2020-06-25T14:58:11.794060+05:30,12445,4651,223,67077
2020-06-25T14:59:13.912521+05:30,12447,4652,223,67085
2020-06-25T15:00:16.051744+05:30,12451,4652,223,66953
2020-06-25T15:01:18.215912+05:30,12454,4652,223,66960
2020-06-25T15:02:20.345104+05:30,12456,4652,223,66967
2020-06-25T15:03:22.450180+05:30,12459,4652,223,66972
2020-06-25T15:04:24.560221+05:30,12459,4653,223,66973
2020-06-25T15:05:26.950345+05:30,12461,4653,223,66976
2020-06-25T15:06:29.066442+05:30,12462,4654,223,66977
2020-06-25T15:07:31.190025+05:30,12464,4654,223,66980
2020-06-25T15:08:33.277757+05:30,12465,4654,223,66981
2020-06-25T15:09:35.351706+05:30,12466,4654,223,66983
2020-06-25T15:10:37.509891+05:30,12466,4654,223,66984
2020-06-25T15:11:39.644242+05:30,12466,4654,223,66987
2020-06-25T15:12:41.722429+05:30,12467,4654,223,66993
2020-06-25T15:13:43.849198+05:30,12468,4654,223,66997
2020-06-25T15:14:46.209902+05:30,12470,4654,223,67000
2020-06-25T15:15:48.347980+05:30,12470,4655,223,67001
2020-06-25T15:16:50.434121+05:30,12471,4655,223,67002
2020-06-25T15:17:52.550995+05:30,12471,4655,223,67003
2020-06-25T15:18:54.990036+05:30,12472,4655,223,67005
2020-06-25T15:19:57.558086+05:30,12474,4655,223,67009
2020-06-25T15:20:59.721745+05:30,12476,4655,223,67013
2020-06-25T15:23:27.213027+05:30,12481,4655,223,67019
2020-06-25T15:24:30.241070+05:30,12484,4655,223,67024
2020-06-25T15:25:32.874941+05:30,12486,4655,223,67028
2020-06-25T15:26:35.596242+05:30,12489,4655,223,67032
2020-06-25T15:29:25.346262+05:30,12493,4655,223,67038
2020-06-25T15:30:28.321772+05:30,12493,4655,223,67040
2020-06-25T15:32:00.845405+05:30,12493,4655,223,67044
2020-06-25T15:33:00.954417+05:30,12494,4655,223,67048
2020-06-25T15:34:01.059803+05:30,12495,4655,223,67055
2020-06-25T15:35:01.233638+05:30,12495,4655,223,67060
2020-06-25T15:36:01.294808+05:30,12496,4656,223,67066
2020-06-25T15:37:01.257740+05:30,12496,4656,223,67073
2020-06-25T15:38:01.909741+05:30,12497,4657,223,67081
2020-06-25T15:38:42.408763+05:30,12497,4657,223,67084
2020-06-25T15:39:16.605372+05:30,12497,4657,223,67089
2020-06-25T15:39:50.627636+05:30,12497,4657,223,67092
2020-06-25T15:40:24.650282+05:30,12498,4657,223,67097
2020-06-25T15:40:47.845481+05:30,12499,4657,223,67100
2020-06-25T15:41:22.488064+05:30,12499,4657,223,67103
2020-06-25T15:41:56.417197+05:30,12499,4657,223,67106
2020-06-25T15:42:30.413505+05:30,12499,4657,223,67108
2020-06-25T15:43:04.351324+05:30,12500,4657,223,67111
2020-06-25T15:43:38.331540+05:30,12500,4657,223,67113
2020-06-25T15:44:12.230903+05:30,12500,4657,223,67116
2020-06-25T15:44:46.329248+05:30,12500,4657,223,67118
2020-06-25T15:45:20.255069+05:30,12500,4657,223,67120
2020-06-25T15:45:54.053440+05:30,12501,4657,223,67125
2020-06-25T15:46:28.317240+05:30,12502,4658,223,67129
2020-06-25T15:47:02.136757+05:30,12502,4659,223,67133
2020-06-25T15:47:36.084197+05:30,12504,4660,223,67139
2020-06-25T15:48:18.052609+05:30,12504,4661,223,67142
2020-06-25T15:48:52.078864+05:30,12504,4662,223,67146
2020-06-25T15:49:26.014885+05:30,12505,4662,223,67150
2020-06-25T15:50:00.731855+05:30,12505,4662,223,67153
2020-06-25T15:50:34.568430+05:30,12505,4662,223,67156
2020-06-25T15:51:08.433053+05:30,12505,4663,223,67157
2020-06-25T15:51:42.259484+05:30,12505,4663,223,67163
2020-06-25T15:52:16.787828+05:30,12507,4663,223,67168
2020-06-25T15:52:50.681330+05:30,12509,4663,223,67173
2020-06-25T15:53:24.461162+05:30,12509,4663,223,67177
2020-06-25T15:53:58.366142+05:30,12509,4664,223,67182
2020-06-25T15:54:32.129608+05:30,12510,4664,223,67186
2020-06-25T15:55:06.219304+05:30,12510,4664,223,67190
2020-06-25T15:55:40.087293+05:30,12512,4664,223,67194
2020-06-25T15:56:14.027491+05:30,12516,4664,223,67201
2020-06-25T15:56:47.900834+05:30,12517,4665,224,67210
2020-06-25T15:57:21.792466+05:30,12517,4665,224,67211
2020-06-25T15:57:56.025566+05:30,12518,4665,224,67215
2020-06-25T15:58:29.834213+05:30,12518,4665,225,67218
2020-06-25T15:59:03.655014+05:30,12519,4665,225,67221
2020-06-25T15:59:37.459074+05:30,12520,4665,225,67223
2020-06-25T16:00:11.629344+05:30,12521,4666,225,67227
2020-06-25T16:00:45.485076+05:30,12522,4666,225,67230
2020-06-25T16:01:19.299722+05:30,12523,4666,225,67233
2020-06-25T16:01:53.233318+05:30,12524,4666,225,67236
2020-06-25T16:02:27.097764+05:30,12524,4666,225,67239
2020-06-25T16:03:00.945252+05:30,12525,4667,225,67241
2020-06-25T16:03:35.403110+05:30,12526,4667,225,67245
2020-06-25T16:04:09.359105+05:30,12527,4667,225,67248
2020-06-25T16:04:43.227800+05:30,12527,4667,225,67250
2020-06-25T16:05:17.322464+05:30,12527,4667,225,67254
2020-06-25T16:05:51.171807+05:30,12527,4667,225,67255
2020-06-25T16:06:25.021249+05:30,12527,4667,225,67256
2020-06-25T16:06:58.927917+05:30,12528,4667,225,67260
2020-06-25T16:07:32.787671+05:30,12531,4667,225,67265
2020-06-25T16:08:06.660994+05:30,12531,4667,225,67268
2020-06-25T16:08:41.408553+05:30,12533,4667,225,67274
2020-06-25T16:09:15.853462+05:30,12534,4667,225,67277
2020-06-25T16:09:49.662364+05:30,12536,4667,225,67281
2020-06-25T16:10:23.895767+05:30,12539,4667,225,67286
2020-06-25T16:10:57.809359+05:30,12541,4667,226,67290
2020-06-25T16:11:31.664364+05:30,12544,4667,226,67296
2020-06-25T16:12:05.499710+05:30,12549,4667,226,67303
2020-06-25T16:12:39.338094+05:30,12551,4667,226,67310
2020-06-25T16:13:13.337522+05:30,12553,4667,226,67317
2020-06-25T16:13:47.170376+05:30,12553,4667,226,67322
2020-06-25T16:14:21.123034+05:30,12557,4667,226,67329
2020-06-25T16:14:55.438286+05:30,12558,4667,226,67335
2020-06-25T16:15:29.831549+05:30,12559,4667,226,67340
2020-06-25T16:16:03.674226+05:30,12560,4667,226,67345
2020-06-25T16:16:37.603175+05:30,12562,4667,226,67350
2020-06-25T16:17:11.427684+05:30,12563,4667,226,67353
2020-06-25T16:17:45.301924+05:30,12564,4667,226,67358
2020-06-25T16:18:19.133905+05:30,12566,4667,226,67360
2020-06-25T16:18:53.188092+05:30,12569,4667,226,67363
2020-06-25T16:19:27.061682+05:30,12569,4667,226,67365
2020-06-25T16:20:00.854535+05:30,12571,4667,226,67368
2020-06-25T16:20:35.464821+05:30,12573,4667,226,67372
2020-06-25T16:21:09.544538+05:30,12574,4667,226,67374
2020-06-25T16:21:43.323858+05:30,12575,4667,226,67376
2020-06-25T16:22:17.147421+05:30,12577,4667,226,67382
2020-06-25T16:22:50.989411+05:30,12578,4667,226,67385
2020-06-25T16:23:24.846849+05:30,12579,4667,226,67387
2020-06-25T16:23:58.675727+05:30,12580,4667,226,67389
2020-06-25T16:24:32.526209+05:30,12583,4667,226,67394
2020-06-25T16:25:06.302011+05:30,12586,4667,226,67397
2020-06-25T16:25:40.323117+05:30,12589,4667,226,67401
2020-06-25T16:26:14.840718+05:30,12591,4667,226,67403
2020-06-25T16:26:48.824673+05:30,12596,4667,226,67409
2020-06-25T16:27:22.620306+05:30,12601,4667,226,67414
2020-06-25T16:27:56.692484+05:30,12603,4667,226,67417
2020-06-25T16:28:30.667380+05:30,12606,4667,226,67420
2020-06-25T16:29:04.581986+05:30,12607,4667,226,67422
2020-06-25T16:29:38.448331+05:30,12609,4667,226,67426
2020-06-25T16:30:12.644954+05:30,12610,4667,226,67427
2020-06-25T16:30:46.579246+05:30,12612,4667,226,67431
2020-06-25T16:31:20.576043+05:30,12616,4667,226,67439
2020-06-25T16:31:54.977792+05:30,12618,4667,226,67445
2020-06-25T16:32:28.894151+05:30,12620,4667,226,67450
2020-06-25T16:33:02.907512+05:30,12623,4667,226,67454
2020-06-25T16:33:36.706641+05:30,12625,4667,226,67456
2020-06-25T16:34:10.588580+05:30,12627,4667,226,67461
2020-06-25T16:34:44.575273+05:30,12632,4667,226,67470
2020-06-25T16:35:18.611936+05:30,12632,4667,226,67472
2020-06-25T16:35:52.801947+05:30,12633,4667,226,67477
2020-06-25T16:36:26.913016+05:30,12634,4667,226,67483
2020-06-25T16:37:01.121826+05:30,12637,4667,226,67489
2020-06-25T16:37:35.566611+05:30,12637,4667,226,67493
2020-06-25T16:38:09.485905+05:30,12640,4667,226,67500
2020-06-25T16:38:43.296325+05:30,12642,4667,226,67504
2020-06-25T16:39:17.174114+05:30,12643,4667,226,67508
2020-06-25T16:39:50.962947+05:30,12647,4667,226,67517
2020-06-25T16:40:24.789508+05:30,12648,4667,226,67520
2020-06-25T16:40:58.735985+05:30,12649,4667,226,67524
2020-06-25T16:41:32.717589+05:30,12649,4667,226,67527
2020-06-25T16:42:06.776868+05:30,12650,4667,226,67532
2020-06-25T16:42:40.710574+05:30,12651,4667,226,67536
2020-06-25T16:43:15.220803+05:30,12653,4667,226,67543
2020-06-25T16:43:49.151825+05:30,12653,4668,226,67547
2020-06-25T16:44:23.111799+05:30,12653,4668,226,67550
2020-06-25T16:44:56.953508+05:30,12655,4669,226,67555
2020-06-25T16:45:30.851789+05:30,12656,4670,226,67561
2020-06-25T16:46:05.093228+05:30,12658,4670,226,67566
2020-06-25T16:46:39.174172+05:30,12659,4671,226,67569
2020-06-25T16:47:13.105484+05:30,12662,4671,226,67575
2020-06-25T16:47:47.021976+05:30,12664,4671,226,67578
2020-06-25T16:48:20.939325+05:30,12665,4671,226,67579
2020-06-25T16:48:55.440355+05:30,12667,4671,226,67584
2020-06-25T16:49:29.424626+05:30,12668,4671,226,67587
2020-06-25T16:50:03.286889+05:30,12668,4672,226,67589
2020-06-25T16:50:37.262929+05:30,12670,4672,226,67593
2020-06-25T16:51:11.360866+05:30,12670,4672,226,67595
2020-06-25T16:51:45.139399+05:30,12671,4672,226,67598
2020-06-25T16:52:18.992120+05:30,12673,4672,226,67602
2020-06-25T16:52:52.876948+05:30,12675,4672,226,67607
2020-06-25T16:58:28.047950+05:30,12679,4672,226,67625
2020-06-25T16:59:02.533565+05:30,12679,4672,226,67626
2020-06-25T16:59:37.542656+05:30,12680,4672,226,67631
2020-06-25T17:00:11.514259+05:30,12681,4672,226,67634
2020-06-25T17:00:45.599517+05:30,12681,4672,226,67636
2020-06-25T17:01:19.616211+05:30,12681,4672,226,67638
2020-06-25T17:01:53.540133+05:30,12683,4672,226,67641
2020-06-25T17:02:27.330830+05:30,12683,4672,226,67641
2020-06-25T17:03:01.303539+05:30,12683,4672,226,67644
2020-06-25T17:03:35.201500+05:30,12685,4672,226,67646
2020-06-25T17:04:09.238460+05:30,12685,4672,226,67646
2020-06-25T17:04:43.411333+05:30,12686,4672,226,67650
2020-06-25T17:05:17.833376+05:30,12686,4672,226,67652
2020-06-25T17:05:51.854530+05:30,12686,4672,226,67654
2020-06-25T17:06:25.811261+05:30,12687,4672,226,67656
2020-06-25T17:06:59.731931+05:30,12687,4672,226,67658
2020-06-25T17:07:33.657787+05:30,12687,4673,226,67661
2020-06-25T17:08:07.685331+05:30,12688,4673,226,67664
2020-06-25T17:08:41.653814+05:30,12688,4673,226,67667
2020-06-25T17:09:15.613282+05:30,12689,4673,226,67672
2020-06-25T17:09:49.517292+05:30,12690,4673,226,67676
2020-06-25T17:10:23.472020+05:30,12691,4673,226,67681
2020-06-25T17:10:57.769024+05:30,12692,4673,226,67684
2020-06-25T17:11:31.692433+05:30,12693,4673,226,67686
2020-06-25T17:12:05.501738+05:30,12694,4674,226,67690
2020-06-25T17:12:39.378112+05:30,12694,4675,226,67694
2020-06-25T17:13:13.262620+05:30,12695,4675,226,67699
2020-06-25T17:13:47.309474+05:30,12695,4675,226,67704
2020-06-25T17:14:21.329902+05:30,12695,4676,226,67709
2020-06-25T17:14:55.094613+05:30,12695,4676,226,67712
2020-06-25T17:15:28.904227+05:30,12696,4677,226,67718
2020-06-25T17:16:02.670350+05:30,12697,4677,226,67725
2020-06-25T17:16:37.217367+05:30,12698,4678,226,67728
2020-06-25T17:17:11.273340+05:30,12698,4678,226,67734
2020-06-25T17:17:45.105916+05:30,12698,4679,226,67737
2020-06-25T17:18:19.125743+05:30,12700,4679,226,67741
2020-06-25T17:18:52.936534+05:30,12700,4680,226,67745
2020-06-25T17:19:26.863348+05:30,12700,4680,226,67749
2020-06-25T17:20:00.693986+05:30,12702,4681,226,67756
2020-06-25T17:20:34.668550+05:30,12702,4681,226,67761
2020-06-25T17:21:17.945747+05:30,12702,4682,226,67763
2020-06-25T17:21:51.778159+05:30,12702,4682,226,67764
2020-06-25T17:22:26.263137+05:30,12702,4683,226,67767
2020-06-25T17:23:00.161792+05:30,12702,4683,226,67771
2020-06-25T17:23:34.259969+05:30,12702,4684,226,67777
2020-06-25T17:24:08.121653+05:30,12702,4684,226,67780
2020-06-25T17:24:42.202455+05:30,12702,4684,226,67783
2020-06-25T17:25:16.248552+05:30,12702,4684,226,67786
2020-06-25T17:25:50.087611+05:30,12702,4684,226,67788
2020-06-25T17:26:23.903461+05:30,12702,4684,226,67790
2020-06-25T17:26:57.762450+05:30,12702,4684,226,67792
2020-06-25T17:27:31.881396+05:30,12703,4684,226,67799
2020-06-25T17:28:06.156436+05:30,12704,4684,226,67802
2020-06-25T17:28:39.989438+05:30,12705,4684,226,67808
2020-06-25T17:29:13.797878+05:30,12707,4684,226,67813
2020-06-25T17:29:47.890625+05:30,12707,4684,226,67818
2020-06-25T17:30:21.978720+05:30,12707,4685,226,67819
2020-06-25T17:30:55.940858+05:30,12707,4685,226,67827
2020-06-25T17:31:30.040340+05:30,12707,4685,226,67830
2020-06-25T17:32:04.104490+05:30,12708,4685,226,67834
2020-06-25T17:32:38.015874+05:30,12708,4685,226,67839
2020-06-25T17:33:12.038041+05:30,12709,4685,226,67842
2020-06-25T17:33:46.563171+05:30,12709,4685,226,67850
2020-06-25T17:34:20.648877+05:30,12709,4685,226,67854
2020-06-25T17:34:54.761448+05:30,12710,4685,226,67861
2020-06-25T17:35:28.524089+05:30,12710,4685,226,67864
2020-06-25T17:36:02.463942+05:30,12710,4685,226,67868
2020-06-25T17:36:36.280589+05:30,12710,4685,226,67873
2020-06-25T17:37:10.353740+05:30,12711,4685,226,67877
2020-06-25T17:37:44.435233+05:30,12711,4685,226,67881
2020-06-25T17:38:18.480703+05:30,12712,4685,226,67887
2020-06-25T17:38:52.602862+05:30,12713,4685,226,67894
2020-06-25T17:39:27.153821+05:30,12715,4685,226,67899
2020-06-25T17:40:01.112197+05:30,12716,4685,226,67902
2020-06-25T17:40:34.986009+05:30,12717,4685,226,67907
2020-06-25T17:41:08.846547+05:30,12719,4685,226,67912
2020-06-25T17:41:42.890229+05:30,12720,4685,226,67917
2020-06-25T17:42:16.896087+05:30,12721,4685,226,67924
2020-06-25T17:42:51.273496+05:30,12722,4685,226,67929
2020-06-25T17:43:25.363962+05:30,12723,4685,226,67933
2020-06-25T17:43:59.183884+05:30,12725,4685,226,67939
2020-06-25T17:44:33.307958+05:30,12727,4685,226,67942
2020-06-25T17:45:08.266622+05:30,12728,4685,226,67945
2020-06-25T17:45:42.100090+05:30,12731,4685,226,67950
2020-06-25T17:46:16.211770+05:30,12732,4685,226,67955
2020-06-25T17:46:50.147883+05:30,12733,4685,226,67960
2020-06-25T17:47:23.970270+05:30,12733,4685,226,67962
2020-06-25T17:47:57.783469+05:30,12734,4685,226,67964
2020-06-25T17:48:31.814434+05:30,12736,4685,226,67968
2020-06-25T17:49:05.639442+05:30,12736,4685,226,67972
2020-06-25T17:49:39.446966+05:30,12737,4685,226,67978
2020-06-25T17:50:13.709709+05:30,12738,4685,226,67983
2020-06-25T17:50:48.053656+05:30,12741,4685,226,67989
2020-06-25T17:51:22.172660+05:30,12743,4685,226,67994
2020-06-25T17:51:56.301391+05:30,12744,4685,226,67998
2020-06-25T17:52:30.524870+05:30,12745,4685,226,68003
2020-06-25T17:53:04.415232+05:30,12746,4685,226,68007
2020-06-25T17:53:38.429751+05:30,12748,4685,226,68013
2020-06-25T17:54:12.444914+05:30,12750,4685,226,68017
2020-06-25T17:54:46.345649+05:30,12751,4685,226,68019
2020-06-25T17:55:20.386113+05:30,12752,4685,226,68022
2020-06-25T17:55:54.195750+05:30,12754,4685,226,68026
2020-06-25T17:56:28.623374+05:30,12756,4685,226,68031
2020-06-25T17:57:02.654344+05:30,12757,4685,226,68037
2020-06-25T17:57:36.726618+05:30,12758,4685,226,68045
2020-06-25T17:58:10.745224+05:30,12759,4685,226,68050
2020-06-25T17:58:44.588800+05:30,12760,4685,226,68061
2020-06-25T17:59:18.765458+05:30,12761,4685,226,68069
2020-06-25T17:59:52.809185+05:30,12761,4685,226,68073
2020-06-25T18:00:26.927930+05:30,12763,4685,226,68082
2020-06-25T18:01:01.134524+05:30,12765,4685,226,68089
2020-06-25T18:01:35.143836+05:30,12766,4685,226,68095
2020-06-25T18:02:09.612392+05:30,12767,4685,226,68104
2020-06-25T18:02:43.630041+05:30,12767,4685,226,68111
2020-06-25T18:03:17.599888+05:30,12768,4685,226,68119
2020-06-25T18:03:51.508533+05:30,12769,4685,226,68126
2020-06-25T18:04:25.510210+05:30,12770,4685,226,68132
2020-06-25T18:05:00.029862+05:30,12771,4685,226,68140
2020-06-25T18:05:34.189691+05:30,12775,4685,226,68149
2020-06-25T18:06:08.147463+05:30,12775,4685,226,68158
2020-06-25T18:06:42.464119+05:30,12776,4685,226,68166
2020-06-25T18:07:16.495499+05:30,12777,4685,226,68176
2020-06-25T18:07:51.110282+05:30,12778,4685,226,68182
2020-06-25T18:08:25.115921+05:30,12779,4685,226,68193
2020-06-25T18:08:59.118070+05:30,12780,4685,226,68201
2020-06-25T18:09:32.955500+05:30,12781,4685,226,68207
2020-06-25T18:10:06.972520+05:30,12782,4685,226,68216
2020-06-25T18:10:41.116788+05:30,12783,4685,226,68225
2020-06-25T18:11:15.218284+05:30,12784,4685,226,68234
2020-06-25T18:11:49.074279+05:30,12784,4685,226,68243
2020-06-25T18:12:23.206530+05:30,12787,4685,226,68254
2020-06-25T18:12:57.401395+05:30,12788,4685,226,68264
2020-06-25T18:13:32.272989+05:30,12789,4685,226,68273
2020-06-25T18:14:06.115279+05:30,12790,4685,226,68282
2020-06-25T18:14:40.355390+05:30,12791,4685,226,68288
2020-06-25T18:15:14.342360+05:30,12791,4685,226,68292
2020-06-25T18:15:48.464437+05:30,12792,4685,226,68300
2020-06-25T18:16:22.631505+05:30,12792,4685,226,68305
2020-06-25T18:16:56.613476+05:30,12793,4685,226,68309
2020-06-25T18:17:30.611452+05:30,12793,4685,226,68314
2020-06-25T18:18:04.818607+05:30,12793,4685,226,68316
2020-06-25T18:18:38.935871+05:30,12793,4685,226,68320
2020-06-25T18:19:13.362572+05:30,12793,4685,227,68321
2020-06-25T18:19:47.294061+05:30,12793,4685,227,68323
2020-06-25T18:20:21.549662+05:30,12794,4685,227,68330
2020-06-25T18:20:55.486822+05:30,12794,4685,227,68335
2020-06-25T18:21:29.324648+05:30,12794,4685,227,68339
2020-06-25T18:22:03.402697+05:30,12794,4685,227,68340
2020-06-25T18:22:37.368590+05:30,12794,4685,227,68343
2020-06-25T18:23:11.281082+05:30,12794,4685,227,68347
2020-06-25T18:23:45.529060+05:30,12794,4685,227,68350
2020-06-25T18:24:19.430046+05:30,12794,4685,227,68352
2020-06-25T18:24:54.005295+05:30,12795,4685,227,68354
2020-06-25T18:25:27.958310+05:30,12795,4685,227,68357
2020-06-25T18:26:02.019270+05:30,12796,4685,227,68362
2020-06-25T18:26:35.982935+05:30,12798,4685,227,68366
2020-06-25T18:27:09.910224+05:30,12799,4685,227,68372
2020-06-25T18:27:43.975639+05:30,12801,4685,227,68376
2020-06-25T18:28:17.858146+05:30,12803,4685,227,68382
2020-06-25T18:28:51.814392+05:30,12804,4685,227,68385
2020-06-25T18:29:25.760617+05:30,12805,4685,227,68386
2020-06-25T18:29:59.842481+05:30,12806,4685,227,68390
2020-06-25T18:30:34.219229+05:30,12806,4685,227,68392
2020-06-25T18:31:08.409874+05:30,12806,4685,227,68396
2020-06-25T18:31:47.177139+05:30,12806,4685,227,68397
2020-06-25T18:32:21.060840+05:30,12806,4685,227,68399
2020-06-25T18:32:54.960447+05:30,12806,4687,227,68403
2020-06-25T18:33:28.818782+05:30,12806,4688,227,68403
2020-06-25T18:34:02.786642+05:30,12806,4688,227,68405
2020-06-25T18:34:36.808688+05:30,12806,4688,227,68408
2020-06-25T18:35:10.723300+05:30,12806,4688,227,68409
2020-06-25T18:35:44.771481+05:30,12807,4688,227,68413
2020-06-25T18:36:19.345197+05:30,12807,4688,227,68415
2020-06-25T18:36:53.187473+05:30,12807,4688,227,68418
2020-06-25T18:37:27.193709+05:30,12807,4688,227,68419
2020-06-25T18:38:01.122787+05:30,12807,4688,227,68419
2020-06-25T18:38:35.265541+05:30,12807,4688,227,68420
2020-06-25T18:39:09.370248+05:30,12807,4688,227,68420
2020-06-25T18:39:43.421338+05:30,12807,4688,227,68423
2020-06-25T18:40:17.283633+05:30,12808,4688,227,68425
2020-06-25T18:40:51.050808+05:30,12808,4688,227,68427
2020-06-25T18:41:25.331428+05:30,12808,4688,227,68429
2020-06-25T18:41:59.766051+05:30,12808,4688,227,68431
2020-06-25T18:42:33.773106+05:30,12808,4688,227,68431
2020-06-25T18:43:07.696444+05:30,12808,4688,227,68433
2020-06-25T18:43:41.901584+05:30,12810,4688,227,68435
2020-06-25T18:44:16.006858+05:30,12810,4688,227,68436
2020-06-25T18:44:49.879095+05:30,12810,4688,227,68438
2020-06-25T18:45:23.965949+05:30,12810,4688,227,68440
2020-06-25T18:45:57.919746+05:30,12810,4688,227,68444
2020-06-25T18:46:31.975068+05:30,12810,4688,227,68448
2020-06-25T18:47:06.210097+05:30,12811,4688,227,68451
2020-06-25T18:47:40.932564+05:30,12811,4688,227,68454
2020-06-25T18:48:15.069119+05:30,12812,4688,227,68457
2020-06-25T18:48:49.119428+05:30,12813,4688,227,68459
2020-06-25T18:49:23.138304+05:30,12814,4688,227,68460
2020-06-25T18:49:57.431805+05:30,12814,4688,227,68460
2020-06-25T18:50:31.580378+05:30,12815,4688,227,68463
2020-06-25T18:51:05.761358+05:30,12815,4688,227,68465
2020-06-25T18:51:39.868742+05:30,12815,4688,227,68466
2020-06-25T18:52:13.882630+05:30,12816,4688,227,68468
2020-06-25T18:52:47.826381+05:30,12816,4687,227,68470
2020-06-25T18:53:22.457095+05:30,12817,4687,227,68471
2020-06-25T18:53:56.577012+05:30,12818,4687,227,68473
2020-06-25T18:54:30.707587+05:30,12818,4687,227,68476
2020-06-25T18:55:04.574838+05:30,12819,4687,227,68479
2020-06-25T18:55:38.721976+05:30,12819,4687,227,68481
2020-06-25T18:56:12.823101+05:30,12819,4687,227,68483
2020-06-25T18:56:47.029108+05:30,12819,4687,227,68483
2020-06-25T18:57:21.203135+05:30,12821,4687,227,68488
2020-06-25T18:57:55.180452+05:30,12821,4687,227,68490
2020-06-25T18:58:29.417086+05:30,12823,4687,227,68494
2020-06-25T18:59:03.781265+05:30,12825,4687,227,68498
2020-06-25T18:59:37.765939+05:30,12825,4687,227,68499
2020-06-25T19:00:12.013556+05:30,12825,4687,227,68500
2020-06-25T19:00:46.003976+05:30,12825,4687,227,68502
2020-06-25T19:01:19.965688+05:30,12825,4687,227,68505
2020-06-25T19:01:54.114341+05:30,12826,4687,227,68507
2020-06-25T19:02:28.767416+05:30,12827,4687,227,68510
2020-06-25T19:03:02.896122+05:30,12827,4687,227,68511
2020-06-25T19:03:37.002230+05:30,12827,4687,227,68511
2020-06-25T19:04:11.211570+05:30,12827,4687,227,68513
2020-06-25T19:04:45.719297+05:30,12827,4687,227,68514
2020-06-25T19:05:19.865569+05:30,12827,4687,227,68517
2020-06-25T19:05:54.021881+05:30,12827,4687,227,68517
2020-06-25T19:06:28.137485+05:30,12828,4687,227,68519
2020-06-25T19:07:02.262296+05:30,12828,4687,227,68522
2020-06-25T19:07:36.163052+05:30,12828,4687,227,68523
2020-06-25T19:08:10.361886+05:30,12828,4687,227,68523
2020-06-25T19:08:44.577833+05:30,12830,4687,227,68527
2020-06-25T19:09:18.680818+05:30,12831,4687,227,68528
2020-06-25T19:09:52.621457+05:30,12831,4687,227,68529
2020-06-25T19:10:27.045170+05:30,12831,4687,227,68531
2020-06-25T19:11:00.975247+05:30,12831,4687,227,68533
